  CHEMBL47406                                                                                                                                                                                                                                                           COC(=O)COc1ccc(O)cc1 0.0
CHEMBL1201016                                                                                                                                                                                               COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1 1.0
CHEMBL1455477                                                                                                                                                                                                                                                        COc1ccccc1CNc1cc(C)ccn1 1.0
  CHEMBL51257                                                                                                                                                                                                                                       CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2 1.0
    CHEMBL563                                                                                                                                                                                                                                               CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1 0.0
  CHEMBL13485                                                                                                                                                                                                                       CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C 1.0
CHEMBL2029359                                                                                                                                                                                                                               CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1 1.0
CHEMBL1829430                                                                                                                                                                                                                      CCC(c1nc2snc(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1 1.0
CHEMBL1917440                                                                                                                                                                                                                                Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O 0.0
CHEMBL1630140                                                                                                                                                                                                       CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)[nH]c34)c3sc4ccccc4c23)CC1 1.0
 CHEMBL142653                                                                                                                                                                                                                                                Cc1cc2[nH]c(=O)c(O)cc(=O)c2cc1C 1.0
CHEMBL2048868                                                                                                                                                                                                                                  COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1 1.0
CHEMBL2069929                                                                                                                                                                                                                                     c1cncc(-c2ccc(-c3nnc(C4CN5CCC4CC5)o3)o2)c1 1.0
CHEMBL2335889                                                                                                                                                                                                                                    CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1 1.0
CHEMBL1289575                                                                                                                                                                                                                                      CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1 1.0
CHEMBL2035021                                                                                                                                                                                                                                     NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1 1.0
CHEMBL1950858                                                                                                                                                                                                              CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C 0.0
CHEMBL2335888                                                                                                                                                                                                                                 CC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1 1.0
CHEMBL1276946                                                                                                                                                                                                                                Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1 0.0
CHEMBL1475400                                                                                                                                                                                                                                                          Oc1cc(OCc2ccccc2)ccn1 1.0
   CHEMBL7728                                                                                                                                                                                                                                              CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O 1.0
    CHEMBL642                                                                                                                                                                                                                                       CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1 0.0
CHEMBL1784346                                                                                                                                                                                                                       Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1 1.0
CHEMBL2323303                                                                                                                                                                                                                     O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F 1.0
 CHEMBL377136                                                                                                                                                                                                                                                         O=C(Nc1ccccn1)c1ccccc1 1.0
CHEMBL1472545                                                                                                                                                                                                                                               Nc1ccc(C2(c3ccc(N)cc3)CCCCC2)cc1 1.0
 CHEMBL372361                                                                                                                                                                                                                                 CSc1ccc(OCc2ccccc2)c(C(=O)Nc2ccc(C(=O)O)cn2)c1 1.0
CHEMBL1922267                                                                                                                                                                                                            C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21 1.0
CHEMBL2010845                                                                                                                                                                                                           CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F 1.0
CHEMBL1778623                                                                                                                                                                                                                          CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1 0.0
 CHEMBL368473                                                                                                                                                                                                                                          Cn1c(=O)c2nc(-c3cccnc3)[nH]c2n(C)c1=O 0.0
 CHEMBL499520                                                                                                                                                                                                                       O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1 1.0
CHEMBL2171046                                                                                                                                                                                                                  Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1 1.0
CHEMBL2153190                                                                                                                                                                                                                              CCCSc1nc(N2CCC[C@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1 1.0
 CHEMBL467148                                                                                                                                                                                                       Cn1cc(S(C)(=O)=O)nc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12 1.0
CHEMBL1209739                                                                                                                                                                                                                                    COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1 1.0
CHEMBL1682793                                                                                                                                                                                                                                                  O=c1ccnc2cc(C#Cc3ccccc3)ccn12 1.0
 CHEMBL570192                                                                                                                                                                                                                            Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1 1.0
 CHEMBL331019                                                                                                                                                                                                                                        O=C(CSc1ccncc1)Nc1ccc(C(=O)c2ccccc2)cc1 1.0
CHEMBL1927707                                                                                                                                                                                                                                                      O=C(CCc1ccccc1O)Nc1ccccc1 1.0
CHEMBL1224217                                                                                                                                                                                                                         NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)nc1 1.0
 CHEMBL100539                                                                                                                                                                                                                                            O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1 1.0
CHEMBL2179668                                                                                                                                                                                                              Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O 0.0
 CHEMBL179993                                                                                                                                                                                                             CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1 1.0
 CHEMBL187392                                                                                                                                                                                                                                                   Oc1ccc(-c2nc3cc(O)ccc3o2)cc1 1.0
CHEMBL1831078                                                                                                                                                                                                                                                 NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O 1.0
 CHEMBL334167                                                                                                                                                                                                                                                 Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21 0.0
  CHEMBL91863                                                                                                                                                                                                                                                       Cc1ccccc1Nc1ncnc2ccccc12 1.0
 CHEMBL533154                                                                                                                                                                                                                         Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1 1.0
CHEMBL1789941                                                                                                                                                                                                                                   N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1 1.0
 CHEMBL242541                                                                                                                                                                                                                                              Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1 1.0
 CHEMBL191802                                                                                                                                                                                                                                  CSc1ccc(OCc2ccccc2)c(/C=C/c2ccc(C(=O)O)cn2)c1 1.0
 CHEMBL260488                                                                                                                                                                                                                                                 CCOC(=O)c1cc(O)c(-c2ccccc2)nn1 0.0
CHEMBL2325601                                                                                                                                                                                                                Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl 1.0
CHEMBL1224285                                                                                                                                                                                                                         NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cn1 1.0
 CHEMBL402728                                                                                                                                                                                                                                  Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1 1.0
CHEMBL2086655                                                                                                                                                                                                                       CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nc2)CC1 1.0
CHEMBL2314198                                                                                                                                                                                                                                       O=C(O)c1[nH]c2ccccc2c1CCCOc1cccc2ccccc12 1.0
 CHEMBL487067                                                                                                                                                                                                                                 Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C 1.0
CHEMBL2171990                                                                                                                                                                                                                 CS(=O)(=O)c1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1 0.0
CHEMBL2335912                                                                                                                                                                                                                         CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)cc(C)c3n2)cc1 1.0
 CHEMBL559696                                                                                                                                                                                                                                                   O=c1[nH]cnc2scc(-c3cccs3)c12 1.0
 CHEMBL142715                                                                                                                                                                                                                            c1ccc(-c2ccc(COc3ccc4c(c3)CCC(CCN3CCCCC3)C4)cc2)cc1 1.0
CHEMBL1087398                                                                                                                                                                                                                          C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ccc(F)cn1 1.0
 CHEMBL606371                                                                                                                                                                                                                  Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1 0.0
 CHEMBL551813                                                                                                                                                                                                               CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O 1.0
CHEMBL2031466                                                                                                                                                                                                                           Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O 1.0
CHEMBL1524763                                                                                                                                                                                                                                                      Fc1ccc(-c2cn3ccccc3n2)cc1 1.0
  CHEMBL17370                                                                                                                                                                                                                               CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1 1.0
CHEMBL1762548                                                                                                                                                                                                                   Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)C(C)C 1.0
 CHEMBL255170                                                                                                                                                                                                                      Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2Cl)cn1 1.0
CHEMBL1916272                                                                                                                                                                                                                        CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1 1.0
 CHEMBL109614                                                                                                                                                                                                                        C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c1ccccc1 1.0
CHEMBL1688537                                                                                                                                                                                                                                                 CCc1c(C)nc2sc(C(N)=O)c(N)c2c1C 1.0
 CHEMBL199237                                                                                                                                                                                                                                             O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1 1.0
CHEMBL1916271                                                                                                                                                                                                               CCN(C(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1 1.0
  CHEMBL14130                                                                                                                                                                                                                                                        O=[N+]([O-])c1ccc(O)cc1 1.0
CHEMBL2334381                                                                                                                                                                                                         CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2Cc3ccccc3C2)c1 1.0
CHEMBL2030560                                                                                                                                                                                                                                               Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1 1.0
    CHEMBL685                                                                                                                                                                                                                                        COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1 1.0
 CHEMBL450643                                                                                                                                                                                                                                                                 c1cnc2cccnc2c1 0.0
CHEMBL2011920                                                                                                                                                                                                                                  CNc1c(Br)cnc2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12 1.0
    CHEMBL113                                                                                                                                                                                                                                                     Cn1c(=O)c2c(ncn2C)n(C)c1=O 0.0
CHEMBL1201295                                                                                                                                                                                                                     Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1 1.0
   CHEMBL1422                                                                                                                                                                                                                         N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F 0.0
CHEMBL1487890                                                                                                                                                                                                                               COc1cc(-c2nnc(S)n2-c2cccc(C(F)(F)F)c2)cc(OC)c1OC 1.0
 CHEMBL180656                                                                                                                                                                                                                         CN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1 1.0
CHEMBL1164652                                                                                                                                                                                                                                            Cc1ncc(-c2ccnc(Nc3ccccc3)n2)n1C(C)C 1.0
CHEMBL2059871                                                                                                                                                                                                                     Cc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1 1.0
 CHEMBL366975                                                                                                                                                                                                                                                                 NC(=O)C1CCCCC1 0.0
  CHEMBL14323                                                                                                                                                                                                                                             COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1 1.0
 CHEMBL402501                                                                                                                                                                                                        C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1 1.0
CHEMBL2059373                                                                                                                                                                                                               O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1 0.0
    CHEMBL121                                                                                                                                                                                                                                        CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1 1.0
 CHEMBL481563                                                                                                                                                                                                                        Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1ccc2ncccc2c1 1.0
CHEMBL2208432                                                                                                                                                                                                               O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21 1.0
CHEMBL2158836                                                                                                                                                                                                                  O=C(O)[C@@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1 1.0
 CHEMBL453261                                                                                                                                                                                                                                                   Cc1ccc(S(=O)(=O)c2ccccc2)cc1 1.0
CHEMBL1951893                                                                                                                                                                                                       CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1 1.0
CHEMBL2036568                                                                                                                                                                                                                                 O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1 1.0
 CHEMBL122617                                                                                                                                                                                                                                                                Oc1cccc2ccccc12 1.0
CHEMBL2171993                                                                                                                                                                                                                 COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)cc1OC 1.0
 CHEMBL404422                                                                                                                                                                                                                                                     CCCCC1(CC)C(=O)NC(=O)NC1=O 1.0
   CHEMBL1070                                                                                                                                                                                                                                                     COc1ccc2cc(CCC(C)=O)ccc2c1 1.0
 CHEMBL262721                                                                                                                                                                                                                                COc1cc(OC2CCN(C)CC2)c2c(Nc3cccc4c3OCCO4)ncnc2c1 1.0
 CHEMBL561771                                                                                                                                                                                                                          COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3-c3ccccc3)c2)c1 1.0
CHEMBL1824045                                                                                                                                                                                                                   O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1 1.0
CHEMBL2165055                                                                                                                                                                                                            CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2 0.0
CHEMBL1669170                                                                                                                                                                                                                O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1-c1ccccc1 1.0
 CHEMBL184347                                                                                                                                                                                                                          COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC 1.0
CHEMBL2005730                                                                                                                                                                                                                                    COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1 1.0
 CHEMBL484304                                                                                                                                                                                                                                        COc1ccccc1CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1 0.0
 CHEMBL400964                                                                                                                                                                                                                                              CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1 1.0
CHEMBL1194666                                                                                                                                                                                                                                                       CCN(CC)C(C)C(=O)c1ccccc1 1.0
CHEMBL1916279                                                                                                                                                                                                                      Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1 1.0
CHEMBL1257457                                                                                                                                                                                                                                           NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1 1.0
 CHEMBL251290                                                                                                                                                                                                                      COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)nc2c1 1.0
 CHEMBL587004                                                                                                                                                                                                                          CN1CCN(c2nc(NCCNc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)CC1 1.0
 CHEMBL190458                                                                                                                                                                                                                                            Cc1c(CCC(=O)O)c(=O)oc2c(C)c(O)ccc12 0.0
CHEMBL2163586                                                                                                                                                                                                         N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(C(F)(F)F)cccc4c3C2)CC1 1.0
CHEMBL1288009                                                                                                                                                                                                                              COc1ccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)cc1 1.0
 CHEMBL128088                                                                                                                                                                                                                                            Cc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1 1.0
CHEMBL2059005                                                                                                                                                                                                                                             CCCSc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1 1.0
 CHEMBL235753                                                                                                                                                                                                                                          Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O 1.0
 CHEMBL418226                                                                                                                                                                                                                           CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2 1.0
CHEMBL1169388                                                                                                                                                                                                                                         CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1 1.0
CHEMBL1456596                                                                                                                                                                                                                                              c1ccc(CN(Cc2ccccc2)c2nn[nH]n2)cc1 1.0
 CHEMBL384699                                                                                                                                                                                                                                   COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN1CCOCC1 1.0
 CHEMBL193233                                                                                                                                                                                                                                         COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O 0.0
 CHEMBL598194                                                                                                                                                                                                                               NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1 1.0
CHEMBL1497909                                                                                                                                                                                                                           COc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC)c(OC)c3)n2)cc1OC 1.0
  CHEMBL99408                                                                                                                                                                                                                                                                Nc1ccc2ncccc2c1 1.0
CHEMBL1917457                                                                                                                                                                                                                                  CC(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O 0.0
CHEMBL1829422                                                                                                                                                                                                                         CCC(c1nc2ccoc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1 1.0
CHEMBL2036773                                                                                                                                                                                                                             CCN1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1 1.0
CHEMBL1824376                                                                                                                                                                                                                               O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1 1.0
  CHEMBL87388                                                                                                                                                                                                                                  COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1 1.0
     CHEMBL95                                                                                                                                                                                                                                                        Nc1c2c(nc3ccccc13)CCCC2 0.0
CHEMBL1669157                                                                                                                                                                                                                        O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O 1.0
CHEMBL2087620                                                                                                                                                                                                                   Cn1cncc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12 1.0
CHEMBL2086667                                                                                                                                                                                                            CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1 1.0
CHEMBL1610669                                                                                                                                                                                                                                                            CC(C)CCOc1ccc(N)cc1 1.0
CHEMBL2147569                                                                                                                                                                                                                C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O 1.0
  CHEMBL27759                                                                                                                                                                                                                                     Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1 1.0
 CHEMBL448474                                                                                                                                                                                                                                  CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21 1.0
CHEMBL1779007                                                                                                                                                                                                                                             COc1cc(F)ccc1-c1cncc(CNC2CCCCC2)c1 1.0
  CHEMBL66520                                                                                                                                                                                                                        CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F 1.0
CHEMBL2031461                                                                                                                                                                                                                         Cc1ccc(C(=O)Nc2ccon2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O 1.0
CHEMBL2158816                                                                                                                                                                                                                        O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1 1.0
CHEMBL1824375                                                                                                                                                                                                                               O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1 1.0
CHEMBL1917432                                                                                                                                                                                                                               Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O 0.0
CHEMBL1428115                                                                                                                                                                                                                                                    CC(CC(=O)NCc1ccccc1)C1CCCO1 1.0
CHEMBL1897032                                                                                                                                                                                                                                                          OC(CN1CCOCC1)c1ccccc1 0.0
CHEMBL1650698                                                                                                                                                                                                                            C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1 1.0
 CHEMBL219098                                                                                                                                                                                                          CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21 1.0
CHEMBL1946028                                                                                                                                                                                                                      O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC1 1.0
CHEMBL2219422                                                                                                                                                                                                                            Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl 1.0
